tm,stability,entry,proteinname
41.03994241,Unstable,P46672,tRNA-aminoacylation cofactor ARC1 (Acyl-RNA-complex protein 1) (GU4 nucleic-binding protein 1) (G4p1 protein) (P42) (tRNA-interacting factor ARC1)
65.93071534,Stable,P00931,Tryptophan synthase (EC 4.2.1.20)
51.47647563,Medium,P53250,Twinfilin-1 (Twinfilin-A)
45.7605982,Medium,P36421,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
42.63945244,Unstable,Q12220,U3 small nucleolar RNA-associated protein 12 (U3 snoRNA-associated protein 12) (DOM34-interacting protein 2) (U three protein 12)
42.14130131,Unstable,P35194,U3 small nucleolar RNA-associated protein 20 (U3 snoRNA-associated protein 20) (U three protein 20)
51.07659959,Medium,P53254,U3 small nucleolar RNA-associated protein 22 (U3 snoRNA-associated protein 22) (U three protein 22)
45.10424378,Medium,Q02354,U3 small nucleolar RNA-associated protein 6 (U3 snoRNA-associated protein 6) (U three protein 6)
56.13472751,Medium,P53276,U3 small nucleolar RNA-associated protein 8 (U3 snoRNA-associated protein 8) (U three protein 8) (U3 protein 8 required for transcription) (t-UTP8)
50.27238276,Medium,P53905,U6 snRNA-associated Sm-like protein LSm7
46.27882755,Medium,P48510,Ubiquitin domain-containing protein DSK2
60.5621178,Stable,P53044,Ubiquitin fusion degradation protein 1 (UB fusion protein 1) (Polymerase-interacting protein 3)
49.2230704,Medium,P05759,Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (YS24)]
45.43043484,Medium,P22515,Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45)
59.97195881,Stable,P21734,Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase)
55.14468733,Medium,Q12306,Ubiquitin-like protein SMT3
51.28063108,Medium,Q04228,UBX domain-containing protein 2 (Secretion lowering protein 1)
59.69103473,Stable,P38765,Uncharacterized isomerase YHI9 (EC 5.1.-.-)
54.19898159,Medium,P53889,Uncharacterized mitochondrial hydrolase FMP41 (EC 3.-.-.-)
50.23146155,Medium,P43590,Uncharacterized peptidase YFR006W (EC 3.4.-.-)
44.24003496,Medium,P53981,Uncharacterized phosphatase YNL010W (EC 3.1.3.-)
57.16549607,Medium,P38235,Uncharacterized protein YBR053C
51.04311894,Medium,P10356,Uncharacterized protein YER152C
52.02058275,Medium,P38769,Uncharacterized protein YHR035W
53.33078818,Medium,Q05881,Uncharacterized protein YLR287C
48.95560039,Medium,Q04773,Uncharacterized protein YMR074C
55.06217053,Medium,Q03219,Uncharacterized protein YMR178W
52.53247419,Medium,Q04869,Uncharacterized protein YMR315W
51.01256711,Medium,P53912,Uncharacterized protein YNL134C
53.98766193,Medium,Q12275,Uncharacterized protein YOR093C
55.79576155,Medium,Q06523,Uncharacterized protein YPR148C
52.41083299,Medium,P38716,Uncharacterized trans-sulfuration enzyme YHR112C
67.93017576,Stable,P40093,UPF0160 protein YER156C
45.51041794,Medium,P32528,Urea amidolyase [Includes: Urea carboxylase (EC 6.3.4.6); Allophanate hydrolase (EC 3.5.1.54)]
64.81785384,Stable,P32347,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
45.33411068,Medium,P32861,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)
46.96119273,Medium,P32628,UV excision repair protein RAD23
49.98862037,Medium,P17255,V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 3.6.3.14) (Vacuolar proton pump subunit A) [Cleaved into: Endonuclease PI-SceI (EC 3.1.-.-) (Sce VMA intein) (VMA1-derived endonuclease) (VDE)]
50.28304335,Medium,P32563,"V-type proton ATPase subunit a, vacuolar isoform (V-ATPase a 1 subunit) (V-ATPase 95 kDa subunit) (Vacuolar pH protein 1) (Vacuolar proton pump a subunit) (Vacuolar proton translocating ATPase subunit a 1)"
49.1682179,Medium,P16140,V-type proton ATPase subunit B (V-ATPase subunit B) (V-ATPase 57 kDa subunit) (Vacuolar proton pump subunit B)
46.01002205,Medium,P31412,V-type proton ATPase subunit C (V-ATPase subunit C) (V-ATPase 42 kDa subunit) (Vacuolar proton pump subunit C)
57.54296347,Medium,P32366,V-type proton ATPase subunit d (V-ATPase subunit d) (V-ATPase 39 kDa subunit) (V-ATPase subunit M39) (Vacuolar proton pump subunit d)
52.33706695,Medium,P32610,V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)
53.56985339,Medium,P39111,V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)
42.80759922,Unstable,P14904,Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)
43.97738109,Unstable,Q99385,Vacuolar calcium ion transporter (High copy number undoes manganese protein 1) (Manganese resistance 1 protein) (Vacuolar Ca(2+)/H(+) exchanger)
57.65050467,Medium,P40157,Vacuolar import and degradation protein 27
60.3916712,Stable,Q07878,Vacuolar protein sorting-associated protein 13 (Suppression of the onset of impotence protein 1) (Vacuolar protein-targeting protein 2)
54.07405597,Medium,P47075,Vacuolar transporter chaperone 4 (Phosphate metabolism protein 3)
46.63472106,Medium,P40075,Vesicle-associated membrane protein-associated protein SCS2 (VAMP-associated protein SCS2) (Choline sensitivity suppressor protein 2) (VAP homolog 1)
54.30391169,Medium,P43582,WW domain-containing protein WWM1 (WW domain-containing protein interacting with metacaspase)
64.83156244,Stable,P53849,Zinc finger protein GIS2
65.60201948,Stable,P53303,Zinc finger protein ZPR1
52.2099222,Medium,P32804,Zinc-regulated transporter 1 (High-affinity zinc transport protein ZRT1)
51.16561522,Medium,P34240,Zinc-regulated transporter 3 (Vacuolar membrane zinc transporter)
44.87589504,Medium,P07263,"Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)"
46.1081688,Medium,P07806,"Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)"
43.85660149,Unstable,P12398,"Heat shock protein SSC1, mitochondrial (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)"
51.61645427,Medium,P32800,Peroxisomal biogenesis factor 2 (Peroxin-2) (Peroxisomal protein PAS5) (Protein CRT1)
43.8931962,Unstable,P38088,"Glycine--tRNA ligase 1, mitochondrial (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase 1) (GlyRS 1) (GlyRS1)"
